Session,Representation,Analysis_Level,Window_Index,t_mid_s,Window_Start_s,Window_End_s,Window_Length_s,Time_mid,Window_Start_Time,Window_End_Time,Band,Channel,Feature,Shannon_Entropy,Lempel_Ziv_Complexity,N_Samples,Sampling_Rate_Hz,Entropy_Bins,Entropy_Definition,LZC_Normalization,LZC_Threshold,LZC_Definition,Flux_Source,Flux_L2_mean_per_s,Flux_L2_median_per_s,Flux_L2_sd_per_s,Flux_L2_q25_per_s,Flux_L2_q75_per_s,N_Flux_Steps,Progress_0_to_1
MODULATION_DATASET,RAW_EEG,Channel,10,105,100,110,10,2025-10-09T15:31:28.822319984,2025-10-09T15:31:23.822319984,2025-10-09T15:31:33.822319984,Broadband_RAW,Fp1,EEG.Fp1,3.690256011,0.2122861518,2560,256,64,Binned Shannon entropy of the temporal amplitude distribution of RAW EEG voltage values; shared baseline/modulation histogram edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,5.237526087828333,4.3271602140906165,4.348676663756725,1.65618265681786,7.351844209063058,80,0.05555555555555555
MODULATION_DATASET,RAW_EEG,Channel,11,115,110,120,10,2025-10-09T15:31:38.822319984,2025-10-09T15:31:33.822319984,2025-10-09T15:31:43.822319984,Broadband_RAW,Fp1,EEG.Fp1,1.677890376,0.3051613432,2560,256,64,Binned Shannon entropy of the temporal amplitude distribution of RAW EEG voltage values; shared baseline/modulation histogram edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,12.970090696976015,9.94279949861947,7.675088159365842,7.168445233421882,16.944507623136936,80,0.06111111111111111
MODULATION_DATASET,RAW_EEG,Channel,12,125,120,130,10,2025-10-09T15:31:48.822319984,2025-10-09T15:31:43.822319984,2025-10-09T15:31:53.822319984,Broadband_RAW,Fp1,EEG.Fp1,1.202295618,0.5572511484,2560,256,64,Binned Shannon entropy of the temporal amplitude distribution of RAW EEG voltage values; shared baseline/modulation histogram edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,13.249018554981845,9.417352729583369,9.213813289704525,6.056009550819757,19.88025732345897,80,0.06666666666666667
MODULATION_DATASET,RAW_EEG,Channel,13,135,130,140,10,2025-10-09T15:31:58.822319984,2025-10-09T15:31:53.822319984,2025-10-09T15:32:03.822319984,Broadband_RAW,Fp1,EEG.Fp1,1.312052686,0.5218701231,2560,256,64,Binned Shannon entropy of the temporal amplitude distribution of RAW EEG voltage values; shared baseline/modulation histogram edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,14.033927732567019,13.198044535043962,6.392240728387409,8.829646949218986,17.63453794087056,80,0.07222222222222222
MODULATION_DATASET,RAW_EEG,Channel,14,145,140,150,10,2025-10-09T15:32:08.822319984,2025-10-09T15:32:03.822319984,2025-10-09T15:32:13.822319984,Broadband_RAW,Fp1,EEG.Fp1,1.574802229,0.4730599744,2561,256,64,Binned Shannon entropy of the temporal amplitude distribution of RAW EEG voltage values; shared baseline/modulation histogram edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,12.664493949426713,11.366210478107835,4.972024762626802,8.872584302583373,15.175361892451196,80,0.07777777777777778
MODULATION_DATASET,RAW_EEG,Channel,15,155,150,160,10,2025-10-09T15:32:18.822319984,2025-10-09T15:32:13.822319984,2025-10-09T15:32:23.822319984,Broadband_RAW,Fp1,EEG.Fp1,1.605348389,0.4997569823,2560,256,64,Binned Shannon entropy of the temporal amplitude distribution of RAW EEG voltage values; shared baseline/modulation histogram edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,14.674999417187271,12.383210094141074,6.355170803837778,10.148614683997117,17.747517821833807,80,0.08333333333333333
MODULATION_DATASET,RAW_EEG,Channel,16,165,160,170,10,2025-10-09T15:32:28.822319984,2025-10-09T15:32:23.822319984,2025-10-09T15:32:33.822319984,Broadband_RAW,Fp1,EEG.Fp1,1.48598652,0.4776438415,2560,256,64,Binned Shannon entropy of the temporal amplitude distribution of RAW EEG voltage values; shared baseline/modulation histogram edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,20.163389168241235,18.902145706868122,8.837109484304086,13.482317328814343,25.333669520045024,80,0.08888888888888889
MODULATION_DATASET,RAW_EEG,Channel,17,175,170,180,10,2025-10-09T15:32:38.822319984,2025-10-09T15:32:33.822319984,2025-10-09T15:32:43.822319984,Broadband_RAW,Fp1,EEG.Fp1,1.529847364,0.4997569823,2560,256,64,Binned Shannon entropy of the temporal amplitude distribution of RAW EEG voltage values; shared baseline/modulation histogram edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,20.83615024065575,17.904218414310932,10.899972770956099,11.557549614118026,29.812790718461493,80,0.09444444444444444
MODULATION_DATASET,RAW_EEG,Channel,18,185,180,190,10,2025-10-09T15:32:48.822319984,2025-10-09T15:32:43.822319984,2025-10-09T15:32:53.822319984,Broadband_RAW,Fp1,EEG.Fp1,1.348506461,0.5086022386,2560,256,64,Binned Shannon entropy of the temporal amplitude distribution of RAW EEG voltage values; shared baseline/modulation histogram edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,13.765721930014234,10.291073024087432,9.357933748533451,7.33235946282184,17.198734795026933,80,0.1
MODULATION_DATASET,RAW_EEG,Channel,19,195,190,200,10,2025-10-09T15:32:58.822319984,2025-10-09T15:32:53.822319984,2025-10-09T15:33:03.822319984,Broadband_RAW,Fp1,EEG.Fp1,1.466717222,0.5216923083,2561,256,64,Binned Shannon entropy of the temporal amplitude distribution of RAW EEG voltage values; shared baseline/modulation histogram edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,16.051354914732023,15.613843415022771,6.592949100127831,10.526481415070275,20.808575886794603,80,0.10555555555555556
MODULATION_DATASET,RAW_EEG,Channel,20,205,200,210,10,2025-10-09T15:33:08.822319984,2025-10-09T15:33:03.822319984,2025-10-09T15:33:13.822319984,Broadband_RAW,Fp1,EEG.Fp1,1.334982864,0.5086022386,2560,256,64,Binned Shannon entropy of the temporal amplitude distribution of RAW EEG voltage values; shared baseline/modulation histogram edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,16.958083578587285,12.10999091034832,11.83606024156156,8.446753917570684,23.079299538666554,80,0.1111111111111111
MODULATION_DATASET,RAW_EEG,Channel,21,215,210,220,10,2025-10-09T15:33:18.822319984,2025-10-09T15:33:13.822319984,2025-10-09T15:33:23.822319984,Broadband_RAW,Fp1,EEG.Fp1,1.332509982,0.4953343542,2560,256,64,Binned Shannon entropy of the temporal amplitude distribution of RAW EEG voltage values; shared baseline/modulation histogram edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,14.882915338781947,14.449259992659567,5.404418113569739,10.356985719256329,18.772919612432474,80,0.11666666666666667
MODULATION_DATASET,RAW_EEG,Channel,22,225,220,230,10,2025-10-09T15:33:28.822319984,2025-10-09T15:33:23.822319984,2025-10-09T15:33:33.822319984,Broadband_RAW,Fp1,EEG.Fp1,1.470127906,0.4776438415,2560,256,64,Binned Shannon entropy of the temporal amplitude distribution of RAW EEG voltage values; shared baseline/modulation histogram edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,14.019900831283474,12.79683405848299,5.903161085654013,10.437714952648673,16.153953941241994,80,0.12222222222222222
MODULATION_DATASET,RAW_EEG,Channel,23,235,230,240,10,2025-10-09T15:33:38.822319984,2025-10-09T15:33:33.822319984,2025-10-09T15:33:43.822319984,Broadband_RAW,Fp1,EEG.Fp1,2.212500017,0.4068817909,2560,256,64,Binned Shannon entropy of the temporal amplitude distribution of RAW EEG voltage values; shared baseline/modulation histogram edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,23.932500276474492,18.383637043128733,16.24314478770116,11.416096620864273,29.637340312110695,80,0.12777777777777777
MODULATION_DATASET,RAW_EEG,Channel,24,245,240,250,10,2025-10-09T15:33:48.822319984,2025-10-09T15:33:43.822319984,2025-10-09T15:33:53.822319984,Broadband_RAW,Fp1,EEG.Fp1,1.480305335,0.4819022169,2561,256,64,Binned Shannon entropy of the temporal amplitude distribution of RAW EEG voltage values; shared baseline/modulation histogram edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,19.35644415967286,18.348322611521418,7.53818673081466,13.571571319000693,23.890635129044462,80,0.13333333333333333
MODULATION_DATASET,RAW_EEG,Channel,25,255,250,260,10,2025-10-09T15:33:58.822319984,2025-10-09T15:33:53.822319984,2025-10-09T15:34:03.822319984,Broadband_RAW,Fp1,EEG.Fp1,1.414509687,0.517447495,2560,256,64,Binned Shannon entropy of the temporal amplitude distribution of RAW EEG voltage values; shared baseline/modulation histogram edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,19.20378576898417,17.592726778767325,7.858141612075501,12.776592006000245,25.276887280542788,80,0.1388888888888889
MODULATION_DATASET,RAW_EEG,Channel,26,265,260,270,10,2025-10-09T15:34:08.822319984,2025-10-09T15:34:03.822319984,2025-10-09T15:34:13.822319984,Broadband_RAW,Fp1,EEG.Fp1,1.37033343,0.464375957,2560,256,64,Binned Shannon entropy of the temporal amplitude distribution of RAW EEG voltage values; shared baseline/modulation histogram edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,21.423367422967324,16.845021203689015,14.256267464650405,12.18900697080122,27.35173626471676,80,0.14444444444444443
MODULATION_DATASET,RAW_EEG,Channel,27,275,270,280,10,2025-10-09T15:34:18.822319984,2025-10-09T15:34:13.822319984,2025-10-09T15:34:23.822319984,Broadband_RAW,Fp1,EEG.Fp1,1.269449199,0.5395606358,2560,256,64,Binned Shannon entropy of the temporal amplitude distribution of RAW EEG voltage values; shared baseline/modulation histogram edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,12.721436028577479,11.652510628441611,5.835821738338109,7.710600917284898,17.207120683452274,80,0.15
MODULATION_DATASET,RAW_EEG,Channel,28,285,280,290,10,2025-10-09T15:34:28.822319984,2025-10-09T15:34:23.822319984,2025-10-09T15:34:33.822319984,Broadband_RAW,Fp1,EEG.Fp1,1.537952907,0.4599533289,2560,256,64,Binned Shannon entropy of the temporal amplitude distribution of RAW EEG voltage values; shared baseline/modulation histogram edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,17.91295472988914,14.977786822107225,9.748372896087782,11.622628908188494,20.77693403416049,80,0.15555555555555556
MODULATION_DATASET,RAW_EEG,Channel,29,295,290,300,10,2025-10-09T15:34:38.822319984,2025-10-09T15:34:33.822319984,2025-10-09T15:34:43.822319984,Broadband_RAW,Fp1,EEG.Fp1,1.449955304,0.4951655807,2561,256,64,Binned Shannon entropy of the temporal amplitude distribution of RAW EEG voltage values; shared baseline/modulation histogram edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,18.34140484170655,18.41143013736606,6.011274427970539,13.95415739334931,21.540143501330654,80,0.16111111111111112
MODULATION_DATASET,RAW_EEG,Channel,30,305,300,310,10,2025-10-09T15:34:48.822319984,2025-10-09T15:34:43.822319984,2025-10-09T15:34:53.822319984,Broadband_RAW,Fp1,EEG.Fp1,1.305656189,0.464375957,2560,256,64,Binned Shannon entropy of the temporal amplitude distribution of RAW EEG voltage values; shared baseline/modulation histogram edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,16.940149917801875,16.439253031801048,7.250455995188822,11.120915211577792,21.40103859418315,80,0.16666666666666666
MODULATION_DATASET,RAW_EEG,Channel,31,315,310,320,10,2025-10-09T15:34:58.822319984,2025-10-09T15:34:53.822319984,2025-10-09T15:35:03.822319984,Broadband_RAW,Fp1,EEG.Fp1,1.363792914,0.5307153794,2560,256,64,Binned Shannon entropy of the temporal amplitude distribution of RAW EEG voltage values; shared baseline/modulation histogram edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,18.40368560023892,12.635752953621068,13.78042049153439,9.401050892409135,21.890102505353745,80,0.17222222222222222
MODULATION_DATASET,RAW_EEG,Channel,32,325,320,330,10,2025-10-09T15:35:08.822319984,2025-10-09T15:35:03.822319984,2025-10-09T15:35:13.822319984,Broadband_RAW,Fp1,EEG.Fp1,1.281094942,0.5351380076,2560,256,64,Binned Shannon entropy of the temporal amplitude distribution of RAW EEG voltage values; shared baseline/modulation histogram edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,16.806926390405984,15.601491680897297,7.2223827137363115,11.322035655802274,20.281101463121473,80,0.17777777777777778
MODULATION_DATASET,RAW_EEG,Channel,33,335,330,340,10,2025-10-09T15:35:18.822319984,2025-10-09T15:35:13.822319984,2025-10-09T15:35:23.822319984,Broadband_RAW,Fp1,EEG.Fp1,1.206822012,0.3803460219,2560,256,64,Binned Shannon entropy of the temporal amplitude distribution of RAW EEG voltage values; shared baseline/modulation histogram edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,17.782929659246868,12.6459073715052,20.337660751950562,1.830274778914764,20.82459593105109,80,0.18333333333333332
MODULATION_DATASET,RAW_EEG,Channel,34,345,340,350,10,2025-10-09T15:35:28.822319984,2025-10-09T15:35:23.822319984,2025-10-09T15:35:33.822319984,Broadband_RAW,Fp1,EEG.Fp1,1.674960555,0.4907444595,2561,256,64,Binned Shannon entropy of the temporal amplitude distribution of RAW EEG voltage values; shared baseline/modulation histogram edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,10.78530147766472,10.5164078334033,4.444234342985589,6.59149808573953,13.025486361365203,80,0.18888888888888888
MODULATION_DATASET,RAW_EEG,Channel,35,355,350,360,10,2025-10-09T15:35:38.822319984,2025-10-09T15:35:33.822319984,2025-10-09T15:35:43.822319984,Broadband_RAW,Fp1,EEG.Fp1,1.791145553,0.3449649966,2560,256,64,Binned Shannon entropy of the temporal amplitude distribution of RAW EEG voltage values; shared baseline/modulation histogram edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,25.706025677314393,24.76317842066748,13.300083515770337,16.11509964548574,34.01782671766909,80,0.19444444444444445
MODULATION_DATASET,RAW_EEG,Channel,36,365,360,370,10,2025-10-09T15:35:48.822319984,2025-10-09T15:35:43.822319984,2025-10-09T15:35:53.822319984,Broadband_RAW,Fp1,EEG.Fp1,1.522667551,0.464375957,2560,256,64,Binned Shannon entropy of the temporal amplitude distribution of RAW EEG voltage values; shared baseline/modulation histogram edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,18.44437092300667,15.205990398287568,9.358753808966814,11.524050418773262,22.939436468908184,80,0.2
MODULATION_DATASET,RAW_EEG,Channel,37,375,370,380,10,2025-10-09T15:35:58.822319984,2025-10-09T15:35:53.822319984,2025-10-09T15:36:03.822319984,Broadband_RAW,Fp1,EEG.Fp1,1.290333325,0.4201496754,2560,256,64,Binned Shannon entropy of the temporal amplitude distribution of RAW EEG voltage values; shared baseline/modulation histogram edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,15.455397288344145,14.120770843440443,5.469089843418517,10.927650308697864,19.806977456218167,80,0.20555555555555555
MODULATION_DATASET,RAW_EEG,Channel,38,385,380,390,10,2025-10-09T15:36:08.822319984,2025-10-09T15:36:03.822319984,2025-10-09T15:36:13.822319984,Broadband_RAW,Fp1,EEG.Fp1,1.417768875,0.4599533289,2560,256,64,Binned Shannon entropy of the temporal amplitude distribution of RAW EEG voltage values; shared baseline/modulation histogram edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,16.380284440090712,14.819668881097485,8.640327415769944,10.11270871829258,20.08683837085186,80,0.2111111111111111
MODULATION_DATASET,RAW_EEG,Channel,39,395,390,400,10,2025-10-09T15:36:18.822319984,2025-10-09T15:36:13.822319984,2025-10-09T15:36:23.822319984,Broadband_RAW,Fp1,EEG.Fp1,3.32643777,0.172423729,2561,256,64,Binned Shannon entropy of the temporal amplitude distribution of RAW EEG voltage values; shared baseline/modulation histogram edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,12.420647993484454,9.501410117788199,6.698144997023174,7.796507611498204,14.24115070991625,80,0.21666666666666667
MODULATION_DATASET,RAW_EEG,Channel,40,405,400,410,10,2025-10-09T15:36:28.822319984,2025-10-09T15:36:23.822319984,2025-10-09T15:36:33.822319984,Broadband_RAW,Fp1,EEG.Fp1,1.324185837,0.4555307007,2560,256,64,Binned Shannon entropy of the temporal amplitude distribution of RAW EEG voltage values; shared baseline/modulation histogram edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,14.545533877093948,11.69637601308844,7.641556400321085,9.161423804082908,18.503458134333233,80,0.2222222222222222
MODULATION_DATASET,RAW_EEG,Channel,41,415,410,420,10,2025-10-09T15:36:38.822319984,2025-10-09T15:36:33.822319984,2025-10-09T15:36:43.822319984,Broadband_RAW,Fp1,EEG.Fp1,1.386274032,0.4732212133,2560,256,64,Binned Shannon entropy of the temporal amplitude distribution of RAW EEG voltage values; shared baseline/modulation histogram edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,18.67741901899716,17.10023057939715,9.14072450533134,11.06056901587565,25.00241673988812,80,0.22777777777777777
MODULATION_DATASET,RAW_EEG,Channel,42,425,420,430,10,2025-10-09T15:36:48.822319984,2025-10-09T15:36:43.822319984,2025-10-09T15:36:53.822319984,Broadband_RAW,Fp1,EEG.Fp1,1.294817047,0.490911726,2560,256,64,Binned Shannon entropy of the temporal amplitude distribution of RAW EEG voltage values; shared baseline/modulation histogram edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,13.894096415790335,8.766955156832806,11.386975433169914,7.036522451985395,16.588563337969397,80,0.23333333333333334
